DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE
CLAS,305,CLAS 305,Roman Law,"History and elements of Roman law, including persons, property, obligations, and inheritance, in context of social structure (family, gender, class, slavery, empire). Recommended preparation: CLAS 151g or HIST 101.",,,False,,4,,,,"<ul class=""notes""></ul>"
CLAS,322,CLAS 322,Roman Art and Archaeology,"Survey of the art and architecture of ancient Rome and its empire, from the beginnings of the city through Constantine (8th century BCE to 4th century CE).",,,False,,4,,,AHIS-322,"<ul class=""notes""><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/ahis/"">AHIS</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/clas/"">CLAS</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/ahis-322/"">AHIS 322</a>.</li></ul>"
CLAS,336,CLAS 336,Rome and its Discontents,A study of major literary texts in translation from early imperial Rome and their responses to profound political and social change.,,,False,,4,,,,"<ul class=""notes""></ul>"
CLAS,378,CLAS 378,Ptolemaic Egypt,"Social, cultural, and political history of Egypt from Alexander to Cleopatra; state formation; immigration and cultural interaction between ethnic groups.",,,False,,4,,,,"<ul class=""notes""></ul>"
CLAS,490,CLAS 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Junior, Senior</li></ul>"
CLAS,565,CLAS 565,Seminar in Theoretical Approaches to Greek/Roman Culture and,Introduces students to theoretical approaches useful for modeling Greek and/or Roman culture and literature.,,,False,"4.0 units, max 12",,,,,"<ul class=""notes""></ul>"
CLAS,570,CLAS 570,Seminar in Imperial Latin Literature,Latin literature from the Augustan period to that of Antonines.,,,False,,4,,,,"<ul class=""notes""></ul>"
CLAS,590,CLAS 590,Directed Research,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,"<ul class=""notes""></ul>"
CLAS,593,CLAS 593x,Practicum in Teaching Liberal Arts,"Basic principles of philosophical pedagogy, with emphasis on practical applications and the importance of career-long skill development. Required for first-semester teaching assistants in Classics. Open only to doctoral students in Classics. Graded CR/NC.",,,False,,2,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Classics</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li></ul>"
CLAS,794A,CLAS 794a,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li></ul>"
CLAS,794B,CLAS 794b,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,Prerequisite: CLAS 794A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/clas-794A/"">CLAS 794A</a></li></ul>"
CLAS,794C,CLAS 794c,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,Prerequisite: CLAS 794B,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/clas-794B/"">CLAS 794B</a></li></ul>"
CLAS,794D,CLAS 794d,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,Prerequisite: CLAS 794C,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/clas-794C/"">CLAS 794C</a></li></ul>"
CLAS,794Z,CLAS 794z,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,0,Prerequisite: CLAS 794D,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/clas-794D/"">CLAS 794D</a></li></ul>"
COLT,101,COLT 101gp,Masterpieces and Masterminds,A broad introduction to the great works of Western culture from antiquity to 1800.,B,H,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
COLT,264,COLT 264gp,Asian Aesthetic and Literary Traditions,"A comparative study of the Asian aesthetic heritage of poetry, painting, music, and drama; of literary themes, trends, and myths.",B,H,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
COLT,302,COLT 302,Introduction to Literary Theory,Introduction to general forms of reflection on literary discourse.,,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,348,COLT 348,Modernist Fiction,"Study of the Modernist aesthetic in narrative texts by Gide, Joyce, Kafka, Woolf and others; possible focus on related trends in other literary traditions.",,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,365,COLT 365,Literature and Popular Culture,"Study of mass-reproduced verbal and visual art forms, such as graphic novels, comics, animation, popular music, video, graffiti, advertising.",,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,372,COLT 372gp,"Medicine, Health and the Body in Literature and Culture","Study of health, the body and medicine through literature and culture in comparative fashion. Taught in English.",,,False,,4,,,FREN-372,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/fren/"">FREN</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/colt/"">COLT</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/fren-372/"">FREN 372</a>.</li></ul>"
COLT,377,COLT 377,Gender and Sexuality in Literary Theory,Literary representations and theories of gender difference. Examines questions of gendered voice in writing and the cultural construction of gender in various periods and cultures.,,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,382,COLT 382gw,Zen and Daoism in Asian Literature,"Studies of the presence and influence of Zen Buddhism and Daoism in Asian literature, with a focus on China and Japan.",B,G,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
COLT,385,COLT 385,Literature and Justice,"Examination of literary and autobiographical texts that raise questions of justice in multicultural societies; links to theories of justice in historical, political, or philosophical contexts.",,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,445,COLT 445,Europe and the Writing of Others,"Analysis of European texts -- literary, musical, philosophical, visual -- that focus on other cultures, as well as of non-European texts dealing with Europe or European cultural forms.",,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,449,COLT 449g,Dante,Analysis of the Divina Commedia and other works. Conducted in English. (Duplicates credit in former ITAL 450),,,False,,4,,,ITAL-382,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/ital/"">ITAL</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/colt/"">COLT</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/ital-382/"">ITAL 382</a>.</li></ul>"
COLT,462,COLT 462,Soundtracks of Our Lives,"The reciprocal, ideological relations between modes of listening, sounds, music; and literature, film, culture. Examines a range of issues in auditory culture across a broad historical span.",,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,490,COLT 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Junior, Senior</li></ul>"
COLT,495,COLT 495,Senior Honors Thesis,Writing of an honors thesis under individual faculty supervision.,,,False,,4,,,,"<ul class=""notes""></ul>"
COLT,519,COLT 519,Translation in Theory and Practice,Workshop in translation; capstone to graduate certificate in Translation Studies.,,,False,,4,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student, Master Student</li></ul>"
COLT,602,COLT 602,Seminar in Literary Theory,"Intensive study of a theoretical tradition or critical movement, or of an individual topic or thinker, in literary criticism or theory.",,,False,"4.0 units, max 12",,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> Postcolonial Thought: Flashpoints and Foundations </li></ul>"
CORE,101,CORE 101g,Symbols and Conceptual Systems,"Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis.",,,False,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""alert""><strong>Note:</strong> This course carries GE credit but it is intended for a specific group of students rather than a general student audience. Thematic Option students can obtain D-clearance through the program. </li></ul>"
CORE,103,CORE 103g,The Process of Change in Science,"Critical problems in the development of scientific thought, studied as vehicles for understanding the content and structure of the sciences. Specific subject matter in selected scientific disciplines will be presented. Students may not take this course on a P/NP basis.",,,False,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""alert""><strong>Note:</strong> Register for lecture and one discussion listed immediately following that lecture and appropriate lab. This course carries GE credit but it is intended for a specific group of students rather than a general student audience. Thematic Option students can obtain D-clearance through the program. </li></ul>"
CORE,104,CORE 104gw,Change and the Future,Analysis of historical change; social and political theory and revolutionary thought; introduction to competing images of future states of affairs; the continuing process of change. Students may not take this course on a P/NP basis.,,,False,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""alert""><strong>Note:</strong> Register for one lecture and one discussion immediately following that lecture and appropriate lab. This course carries GE credit but it is intended for a specific group of students rather than a general student audience. Thematic Option students can obtain D-clearance through the program. </li></ul>"
CORE,200,CORE 200,Liberal Arts Reading Salon,"Critical readings of a series of texts in the liberal arts designed to promote discussion of important themes, theoretical approaches, research directions, and interdisciplinary connections. Graded CR/NC.",,,False,,2,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> . </li></ul>"
CORE,301,CORE 301,Modes of Inquiry,"Modern tools of cultural and discursive analysis which seek to demystify ""the natural,"" as it appears in the formation of cultures, their institutions, and individuals.",,,False,,4,,,,"<ul class=""notes""></ul>"
CORE,450,CORE 450,Los Angeles,"A guided polymathic inquiry into Los Angeles as fact and imaginative creation, featuring in-depth student research and projects.",,,False,"2.0-4.0 units, max 4",,,,,"<ul class=""notes""></ul>"
CORE,601,CORE 601,Teaching Analytical Writing through Readings in the Humanities,"Theories and practices in university-level teaching of close-reading and analytical writing, using texts central to Western tradition. Graduate student professionalization throught topical workshops and discussions. Open to assistant lecturers and teaching assistants only. Graded CR/NC.",,,False,"1.0 units, max 4",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Master Student, Doctoral Student</li></ul>"
CSLC,503,CSLC 503,Introduction to Comparative Studies in Culture,"Examination of culture as an instrument of discursive practice that shapes social formations in Asia, Europe, North and Latin America.",,,False,,4,,,,"<ul class=""notes""></ul>"
CSLC,519,CSLC 519,Translation in Theory and Practice,Workshop in translation; capstone to graduate certificate in Translation Studies.,,,False,,4,,,COLT-519,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student, Master Student</li><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/colt/"">COLT</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/cslc/"">CSLC</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/colt-519/"">COLT 519</a>.</li></ul>"
CSLC,590,CSLC 590,Directed Research,Research leading to the master's degree. Graded CR/NC. Duplicates credit in former COLT 590.,,,False,1.0-12.0 units,,,,,"<ul class=""notes""></ul>"
CSLC,596,CSLC 596,Internship for Curricular Practical Training,Part-time or full-time practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least on semester of enrollment in the graduate program.,,,False,"1.0-3.0 units, max 3",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li></ul>"
CSLC,602,CSLC 602,Seminar in Literary Theory,"Intensive study of a theoretical tradition or critical movement, or of an individual topic or thinker, in literary criticism or theory.",,,False,"4.0 units, max 12",,,,COLT-602,"<ul class=""notes""><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/colt/"">COLT</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/cslc/"">CSLC</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/colt-602/"">COLT 602</a>.</li><li class=""alert""><strong>Note:</strong> Postcolonial Thought: Flashpoints and Foundations </li></ul>"
CSLC,603,CSLC 603,Seminar in Comparative Studies in Culture,"Intensive study of intellectual and cultural history, with a focus on key literary and theoretical texts.",,,False,"4.0 units, max 12",,,,,"<ul class=""notes""></ul>"
CSLC,650,CSLC 650,Seminar in Sound Studies of the Global South,"Advanced seminar in sound studies focused on comparativism and the Global South, including South America, South Asia, Africa and the African diaspora.",,,False,,4,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student, Graduate Visitor, Master Student</li></ul>"
CSLC,701,CSLC 701,Professional Development III,A formal occasion to critically interrogate the organization of doctoral dissertation and experiment with academic writing as a creative process.,,,False,,2,,,,"<ul class=""notes""></ul>"
CSLC,702,CSLC 702x,Professional Development IV,Designed to familiarize students in the Comparative Studies in Literature and Culture doctoral program with the process of seeking an academic position.,,,False,,2,,,,"<ul class=""notes""></ul>"
CSLC,790,CSLC 790,Research,Research leading to the doctorate. Maximum units that may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,"1.0-12.0 units, max 12",,,,,"<ul class=""notes""></ul>"
CSLC,794A,CSLC 794a,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,,,,"<ul class=""notes""></ul>"
CSLC,794B,CSLC 794b,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: CSLC 794a,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/cslc-794a/"">CSLC 794a</a></li></ul>"
CSLC,794C,CSLC 794c,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: CSLC 794b,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/cslc-794b/"">CSLC 794b</a></li></ul>"
CSLC,794D,CSLC 794d,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: CSLC 794c,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/cslc-794c/"">CSLC 794c</a></li></ul>"
CSLC,794Z,CSLC 794z,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,0,Prerequisite: CSLC 794d,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/cslc-794d/"">CSLC 794d</a></li></ul>"
SCDC,435,SCDC 435,How Washington Really Works,"Provides students with a DC insider's understanding of American politics, campaigning and elections.",,,False,,4,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration closed to the following class level(s): Freshmen</li></ul>"
SCDC,441,SCDC 441,National Security Decision Making,Examines U.S. decision making and current and future complexities of a rapidly evolving national and international security environment.,,,False,,4,,,,"<ul class=""notes""></ul>"
SCDC,499,SCDC 499,Special Topics,"Selected topics offered within the USC Dornsife Washington, D.C. Program.",,,False,"1.0-8.0 units, max 8",,,,,"<ul class=""notes""></ul>"
EALC,101,EALC 101x,Conversational Chinese and Intercultural Communication,"Basic Mandarin conversational skills for effective communication in familiar, everyday Chinese contexts and better understanding of intercultural communication through content-based language acquisition. Graded CR/NC. Not available for credit to East Asian Area Studies, East Asian Languages and Cultures, and East Asian Studies majors and minors.",,,False,,2,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> Note: This course is for students with no previous experience in Mandarin. </li></ul>"
EALC,102,EALC 102,"Language, Art and Culture",This course introduces students to the origin of the basic components of Chinese scripts and the basic principles and styles of calligraphy.,,,False,,2,,,,"<ul class=""notes""></ul>"
EALC,103B,EALC 103b,Fundamental Chinese I,"The second half of EALC 104. The sound system of modern Chinese; aural comprehension, oral expression, basic patterns and writing system.",,,False,,2,Prerequisite: EALC 103A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-103A/"">EALC 103A</a></li><li class=""alert""><strong>Note:</strong> After week one of classes, registration for this course requires instructor approval. Check ""Exceptions"" in the Final Exam Schedule for the final exam date. </li></ul>"
EALC,104,EALC 104,Chinese I,"The sound system of modern Chinese; aural comprehension, oral expression, basic patterns, and writing system.",,,False,,4,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> D-clearance for Chinese I is available at <a href=""http://language.usc.edu"" target=""_blank"">language.usc.edu</a>. After Week one of classes, registration for this course requires instructor approval. Check ""Exceptions"" in the Final Exam Schedule for final exam date. </li></ul>"
EALC,106,EALC 106,Chinese II,Dialogue practice and conversation; reading of simple stories and essays; comparison of Chinese and English grammar; writing of paragraphs.,,,False,,4,Prerequisite: (EALC 104 or EALC 103B),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> 1 from (<a href=""https://classes.usc.edu/term-20241/course/ealc-104/"">EALC 104</a> or <a href=""https://classes.usc.edu/term-20241/course/ealc-103B/"">EALC 103B</a>)</li><li class=""alert""><strong>Note:</strong> After week one of classes, registration for this course requires instructor approval. Check ""Exceptions"" in the Final Exam Schedule for the final exam date. </li></ul>"
EALC,108,EALC 108,Reading and Writing Chinese,"The basics of reading and writing modern Chinese; intensive reading and writing of paragraphs, essays and stories; extensive reading of beginner-level authentic materials.",,,False,,4,,,,"<ul class=""notes""></ul>"
EALC,115,EALC 115,Korean I,"Basic Korean conversation practice, aural comprehension, basic grammar and building proficiency of reading and writing with Hangul (Korean alphabet).",,,False,,4,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> D-clearance for Korean I is available at <a href=""http://language.usc.edu"">language.usc.edu</a> After Week 1, registration for this course requires instructor approval. Check under ""Exceptions"" in the ""Final Examinations Schedule"" for <a href=""https://classes.usc.edu/term-20241/course/ealc-115/"">EALC 115</a> final exam date. </li></ul>"
EALC,117,EALC 117,Korean II,"Continuation of EALC 115, basic conversation practice, aural comprehension, basic grammar and building proficiency of reading and writing.",,,False,,4,Prerequisite: (EALC 115 or EALC 119),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> 1 from (<a href=""https://classes.usc.edu/term-20241/course/ealc-115/"">EALC 115</a> or <a href=""https://classes.usc.edu/term-20241/course/ealc-119/"">EALC 119</a>)</li><li class=""alert""><strong>Note:</strong> Check under ""Exceptions"" in the ""Final Examinations Schedule"" for <a href=""https://classes.usc.edu/term-20241/course/ealc-117/"">EALC 117</a> final exam date. </li></ul>"
EALC,120,EALC 120,Japanese I,"Basic Japanese conversation practice, basic grammar and building proficiency of reading and writing Hiragana and Katakana (Japanese alphabetical systems) and some basic kanji (Chinese characters).",,,False,,4,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> D-clearance for Japanese I is available at <a href=""http://language.usc.edu"">language.usc.edu</a> After Week 1, registration for this course requires instructor approval. Check under ""Exceptions"" in the ""Final Examinations Schedule"" for <a href=""https://classes.usc.edu/term-20241/course/ealc-120/"">EALC 120</a> final exam date. </li></ul>"
EALC,122,EALC 122,Japanese II,"Continuation of EALC 120. Basic Japanese conversation practice, basic grammar and building proficiency of reading and writing Hiragana and Katakana and basic kanji.",,,False,,4,Prerequisite: EALC 120,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-120/"">EALC 120</a></li><li class=""alert""><strong>Note:</strong> Check under ""Exceptions"" in the ""Final Examinations Schedule"" for <a href=""https://classes.usc.edu/term-20241/course/ealc-122/"">EALC 122</a> final exam date. </li></ul>"
EALC,125,EALC 125g,Introduction to Contemporary East Asian Cinema and Culture,"An introduction to and overview of the contemporary cinemas of East Asia: China (Hong Kong, the People's Republic, and Taiwan), Japan, and Korea.",B,,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
EALC,130,EALC 130gp,Introduction to East Asian Ethical Thought,"Introduction to the history of Chinese, Japanese and Korean ethical thought; perspectives on human nature, historical writing,and aesthetic implications. Conducted in English.",B,H,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
EALC,145,EALC 145g,"Introduction to Chinese Culture, Art and Literature","Introduction to the civlization, art and literature of pre-modern China through the lens of the cultural products of identity.",B,,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
EALC,202,EALC 202,"Language, Art, and Culture",Furthers students' knowledge in the Chinese writing system and develops students' skills in a more advanced calligraphy style.,,,False,"2.0 units, max 4",,Prerequisite: EALC 102,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-102/"">EALC 102</a></li></ul>"
EALC,204,EALC 204,Chinese III,Conversational practice: reading of stories and essays; writing of short essays.,,,False,,4,Prerequisite: EALC 106,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-106/"">EALC 106</a></li><li class=""alert""><strong>Note:</strong> After week one of classes, registration for this course requires instructor approval. Check ""Exceptions"" in the Final Exam Schedule for the final exam date. </li></ul>"
EALC,206,EALC 206,Chinese IV,"Continuation of 204, with emphasis on reading and writing, frequent interaction with native speakers.",,,False,,4,Prerequisite: EALC 204,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-204/"">EALC 204</a></li><li class=""alert""><strong>Note:</strong> After week one of classes, registration for this course requires instructor approval. Check ""Exceptions"" in the Final Exam Schedule for the final exam date. </li></ul>"
EALC,215,EALC 215,Korean III,"Drill to increase proficiency in dialogue, reading, and writing; intermediate level readings.",,,False,,4,Prerequisite: EALC 117,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-117/"">EALC 117</a></li></ul>"
EALC,217,EALC 217,Korean IV,Advanced level reading of modern Korean and exercises in written composition.,,,False,,4,Prerequisite: EALC 215,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-215/"">EALC 215</a></li></ul>"
EALC,220,EALC 220,Japanese III,"Continuation of EALC 122. Conversation practice, basic to intermediate grammar, and building proficiency of reading and writing Hiragana and Katakana with additional kanji.",,,False,,4,Prerequisite: EALC 122,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-122/"">EALC 122</a></li><li class=""alert""><strong>Note:</strong> Check under ""Exceptions"" in the ""Final Examinations Schedule"" for <a href=""https://classes.usc.edu/term-20241/course/ealc-220/"">EALC 220</a> final exam date. </li></ul>"
EALC,221,EALC 221,Extensive Reading in Japanese II,Development of reading skills in Japanese for intermediate level students through short stories written for learners of Japanese and authentic materials written for native speakers.,,,False,"2.0 units, max 8",,Prerequisite: EALC 220,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-220/"">EALC 220</a></li></ul>"
EALC,222,EALC 222,Japanese IV,"Continuation of EALC 220. More sophisticated grammar and vocabulary for natural conversation. Enhancing fundamental reading and writing skills, expanding the knowledge of kanji.",,,False,,4,Prerequisite: EALC 220,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-220/"">EALC 220</a></li></ul>"
EALC,264,EALC 264gp,Asian Aesthetic and Literary Traditions,"A comparative study of the Asian aesthetic heritage of poetry, painting, music, and drama; of literary themes, trends, and myths.",,,False,,4,,,COLT-264,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/colt/"">COLT</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/ealc/"">EALC</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/colt-264/"">COLT 264</a>.</li></ul>"
EALC,304,EALC 304,Advanced Modern Chinese I,"Reading selections from different styles of modern Chinese writings, analysis of stylistic techniques and syntactic structure, composition, and translation.",,,False,,4,Prerequisite: EALC 206,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-206/"">EALC 206</a></li></ul>"
EALC,306,EALC 306,Advanced Modern Chinese II,Continuation of 304; composition exercises in different styles of writing.,,,False,,4,Prerequisite: EALC 304,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-304/"">EALC 304</a></li></ul>"
EALC,315,EALC 315,Advanced Korean I,"Advanced reading in modern Korean materials; improvements of skills in conversation, composition, and translation.",,,False,,4,Prerequisite: EALC 217,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-217/"">EALC 217</a></li></ul>"
EALC,317,EALC 317,Advanced Korean II,"Continuation of EALC 315, with emphasis on the use of Chinese characters, translation, and composition exercises.",,,False,,4,Prerequisite: EALC 315,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-315/"">EALC 315</a></li></ul>"
EALC,320,EALC 320,Advanced Japanese I,Strengthen intermediate Japanese language proficiency. Oral/aural communication skills as well as reading and writing skills. Promote an understanding of the present-day Japanese culture.,,,False,,4,Prerequisite: EALC 222,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-222/"">EALC 222</a></li></ul>"
EALC,322,EALC 322,Advanced Japanese II,"Continuation of EALC 320. Improve and strengthen abilities to speak, listen, read and write, coping with more involved materials and situation.",,,False,,4,Prerequisite: EALC 320,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ealc-320/"">EALC 320</a></li></ul>"
EALC,342,EALC 342gp,Japanese Literature and Culture,"Japanese literature from the earliest times to the present; development of prose, poetry and the novel; evolution of theatre; Japanese literature under Western influence. Conducted in English.",B,H,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
EALC,344,EALC 344gp,Korean Culture from Ancient to Modern Times,The history of Korean literature and culture from the ancient to the modern era. Recommended preparation: HIST 105g.,B,H,True,,4,,,,"<ul class=""notes""><li class=""generaleducation""><strong>General Education:</strong> This course satisfies the university's general education requirement.</li></ul>"
